,ZONEID,TIMESTAMP,LOAD,w1,w2,w3,w4,w5,w6,w7,w8,w9,w10,w11,w12,w13,w14,w15,w16,w17,w18,w19,w20,w21,w22,w23,w24,w25,year,month,day,hour
44799,1,2102010 16:00,210.4,41,37,30,39,43,36,40,42,21,39,34,38,35,36,35,43,40,44,32,41,32,37,40,37,39,2010,2,10,16
44800,1,2102010 17:00,217.0,40,37,28,37,42,35,39,42,23,38,34,36,34,36,35,43,41,43,32,40,33,37,39,36,37,2010,2,10,17
44801,1,2102010 18:00,239.0,37,36,26,34,40,35,37,40,23,37,32,36,33,35,34,40,41,40,30,38,33,36,37,34,35,2010,2,10,18
44802,1,2102010 19:00,263.7,36,36,25,33,40,35,37,38,23,36,32,35,32,35,33,39,38,40,30,37,34,36,36,34,34,2010,2,10,19
44803,1,2102010 20:00,267.9,35,36,25,32,39,34,36,37,23,36,31,34,32,35,33,38,35,40,30,36,34,36,35,33,34,2010,2,10,20
44804,1,2102010 21:00,268.1,34,36,24,32,37,34,36,36,21,35,31,34,32,34,32,37,33,39,30,36,33,36,34,33,34,2010,2,10,21
44805,1,2102010 22:00,257.5,33,36,24,31,36,34,35,36,21,35,31,34,32,34,32,36,32,39,30,35,33,34,34,33,34,2010,2,10,22
44806,1,2102010 23:00,241.9,32,36,23,30,36,35,35,35,21,34,31,34,32,34,32,36,31,38,30,34,33,34,33,33,33,2010,2,10,23
44807,1,2112010 0:00,226.1,32,36,23,29,35,34,34,35,21,34,31,32,32,34,32,35,30,37,30,34,34,34,32,33,33,2010,2,11,0
44808,1,2112010 1:00,216.2,31,36,22,28,34,34,33,33,21,33,31,34,32,34,32,34,26,37,30,33,34,34,31,32,32,2010,2,11,1
44809,1,2112010 2:00,212.2,29,36,22,29,33,33,33,33,21,33,30,30,32,34,31,34,25,36,28,33,33,34,30,32,32,2010,2,11,2
44810,1,2112010 3:00,211.6,29,36,22,28,33,32,33,32,19,33,29,27,31,33,30,34,24,37,28,33,33,32,29,31,32,2010,2,11,3
44811,1,2112010 4:00,213.0,28,34,22,28,33,32,33,32,19,32,28,25,31,33,30,32,23,36,28,33,33,32,28,31,32,2010,2,11,4
44812,1,2112010 5:00,217.9,28,34,21,27,32,32,32,32,19,31,29,25,31,33,29,32,23,36,28,32,33,32,30,31,31,2010,2,11,5
44813,1,2112010 6:00,231.7,27,34,22,27,32,33,32,31,19,31,28,28,31,32,29,31,22,36,28,31,33,32,30,31,31,2010,2,11,6
44814,1,2112010 7:00,253.6,26,34,22,25,32,32,31,31,19,30,29,30,31,32,29,31,21,35,28,30,33,30,29,31,31,2010,2,11,7
44815,1,2112010 8:00,246.9,28,36,22,26,32,34,33,32,21,32,30,33,31,33,31,33,21,36,28,31,34,34,32,31,32,2010,2,11,8
44816,1,2112010 9:00,224.1,33,37,22,32,35,37,36,35,23,35,32,36,34,35,33,36,20,39,32,35,36,36,35,34,35,2010,2,11,9
44817,1,2112010 10:00,205.9,36,39,24,35,38,40,40,38,25,38,35,37,36,37,37,39,27,43,34,38,37,37,37,36,38,2010,2,11,10
44818,1,2112010 11:00,189.4,38,43,26,38,40,43,42,41,28,40,37,39,38,38,38,41,32,46,34,41,39,39,40,38,41,2010,2,11,11
44819,1,2112010 12:00,174.9,41,45,28,40,42,45,44,42,27,43,39,41,40,41,40,44,35,48,36,44,41,43,43,41,43,2010,2,11,12
44820,1,2112010 13:00,159.9,44,48,31,43,44,46,45,45,28,45,40,43,40,43,42,46,39,49,37,46,43,45,45,43,45,2010,2,11,13
44821,1,2112010 14:00,150.4,46,48,32,44,45,48,46,46,28,46,41,45,42,43,42,47,41,51,37,47,43,46,46,44,46,2010,2,11,14
44822,1,2112010 15:00,141.9,47,48,34,44,47,49,47,47,27,48,42,45,41,44,43,48,43,51,37,47,45,46,49,44,46,2010,2,11,15
44823,1,2112010 16:00,140.1,47,48,34,45,47,48,47,48,27,47,41,46,40,44,43,48,44,51,37,47,45,46,48,44,46,2010,2,11,16
44824,1,2112010 17:00,146.7,46,48,34,45,47,47,46,47,27,46,41,45,39,42,42,47,44,49,36,45,44,45,47,42,44,2010,2,11,17
44825,1,2112010 18:00,166.1,42,41,32,42,44,41,43,45,25,44,38,43,37,39,39,44,45,46,32,42,43,43,43,39,40,2010,2,11,18
44826,1,2112010 19:00,196.4,41,39,30,37,40,39,40,40,23,41,35,41,35,39,36,41,42,43,30,41,42,39,40,38,38,2010,2,11,19
44827,1,2112010 20:00,206.4,36,37,28,37,37,36,37,40,23,39,33,39,33,38,34,36,39,42,30,35,40,37,38,36,36,2010,2,11,20
44828,1,2112010 21:00,210.8,32,36,27,36,36,38,36,40,23,38,31,36,32,38,33,34,38,40,28,35,39,36,36,34,35,2010,2,11,21
44829,1,2112010 22:00,208.8,35,36,27,31,37,36,37,38,23,37,30,34,31,38,31,35,37,41,28,37,38,34,34,33,33,2010,2,11,22
44830,1,2112010 23:00,200.5,35,36,26,33,36,35,36,36,23,36,30,34,30,38,31,36,36,39,28,34,36,34,31,32,32,2010,2,11,23
44831,1,2122010 0:00,189.9,33,32,26,31,34,32,35,36,21,34,29,32,30,37,30,35,35,39,28,31,35,32,33,31,31,2010,2,12,0
44832,1,2122010 1:00,185.6,33,32,26,31,36,33,34,35,21,33,29,32,29,36,29,35,32,38,27,33,34,32,32,30,30,2010,2,12,1
44833,1,2122010 2:00,185.4,32,32,26,30,36,32,34,33,21,33,28,32,29,35,29,33,31,38,27,34,34,30,32,30,30,2010,2,12,2
44834,1,2122010 3:00,187.5,31,28,26,30,35,29,33,33,21,32,27,30,28,34,28,33,30,37,27,33,33,30,31,29,29,2010,2,12,3
44835,1,2122010 4:00,192.4,30,28,26,30,34,28,31,32,21,31,27,30,27,34,28,32,29,36,27,33,32,28,31,29,28,2010,2,12,4
44836,1,2122010 5:00,201.2,29,28,26,29,33,30,30,31,21,30,26,30,27,34,27,32,28,36,27,32,31,28,29,28,28,2010,2,12,5
44837,1,2122010 6:00,217.9,27,28,26,28,32,27,29,30,21,29,26,30,27,33,27,31,28,34,27,30,31,28,29,28,28,2010,2,12,6
44838,1,2122010 7:00,245.0,28,28,26,29,31,27,29,30,21,29,25,28,26,33,27,30,27,33,25,31,32,27,28,27,27,2010,2,12,7
44839,1,2122010 8:00,245.9,29,28,26,30,32,30,31,31,19,29,25,30,27,33,28,31,27,35,25,31,32,28,29,28,28,2010,2,12,8
44840,1,2122010 9:00,224.0,32,32,27,31,33,34,32,32,19,31,28,30,29,35,30,33,26,38,28,33,33,30,30,30,31,2010,2,12,9
44841,1,2122010 10:00,204.0,33,36,29,33,35,36,35,34,23,34,30,34,31,36,32,35,30,40,28,35,34,34,33,32,33,2010,2,12,10
44842,1,2122010 11:00,184.7,35,37,30,34,36,38,36,36,27,37,32,36,34,36,34,38,32,42,34,37,34,36,36,33,37,2010,2,12,11
44843,1,2122010 12:00,167.9,36,39,31,36,37,39,39,38,30,38,33,36,36,37,36,39,34,43,34,39,35,37,37,36,37,2010,2,12,12
44844,1,2122010 13:00,155.5,37,39,32,36,38,39,40,38,32,40,35,37,37,38,37,40,36,43,36,40,36,37,38,37,39,2010,2,12,13
44845,1,2122010 14:00,151.1,37,39,32,36,39,40,41,38,32,40,35,37,37,37,37,39,37,42,36,40,36,39,38,38,39,2010,2,12,14
44846,1,2122010 15:00,153.4,37,39,28,36,39,40,41,38,32,40,35,37,37,36,37,39,38,41,36,41,36,39,38,38,39,2010,2,12,15
44847,1,2122010 16:00,161.7,37,39,28,36,39,39,40,39,32,39,35,37,37,35,37,39,38,41,36,40,35,39,38,38,39,2010,2,12,16
44848,1,2122010 17:00,174.1,37,39,28,34,39,37,38,38,30,39,35,37,36,35,36,39,39,41,36,39,34,39,38,38,38,2010,2,12,17
44849,1,2122010 18:00,189.3,33,37,28,30,38,36,37,38,28,38,35,37,35,34,36,38,39,40,34,38,34,37,37,37,37,2010,2,12,18
44850,1,2122010 19:00,202.8,31,37,28,30,33,35,37,36,28,37,34,34,34,34,34,38,35,40,34,39,34,37,36,36,35,2010,2,12,19
44851,1,2122010 20:00,204.7,31,36,27,30,32,35,36,32,27,37,30,32,33,34,34,38,32,40,34,37,34,36,35,36,35,2010,2,12,20
44852,1,2122010 21:00,203.7,31,36,27,30,32,35,36,32,25,34,29,32,33,35,30,33,31,38,32,32,34,34,31,32,36,2010,2,12,21
44853,1,2122010 22:00,201.3,31,36,25,30,32,36,32,32,25,32,29,32,32,35,30,33,30,36,32,32,34,30,31,31,32,2010,2,12,22
44854,1,2122010 23:00,198.7,31,36,25,30,32,35,32,32,25,32,29,30,30,32,30,32,28,36,30,32,34,30,30,31,31,2010,2,12,23
44855,1,2132010 0:00,194.7,31,32,25,30,32,35,32,32,25,31,28,30,30,32,30,32,27,36,30,32,34,30,31,31,31,2010,2,13,0
44856,1,2132010 1:00,190.3,31,32,25,30,32,33,32,32,25,31,29,30,30,31,30,32,24,35,28,31,35,30,31,30,31,2010,2,13,1
44857,1,2132010 2:00,190.9,30,32,25,30,32,34,30,32,23,32,29,30,30,31,30,32,22,35,28,31,35,30,30,30,31,2010,2,13,2
44858,1,2132010 3:00,193.5,31,32,25,29,32,34,31,32,23,31,28,30,30,31,30,31,22,36,28,31,34,30,30,30,31,2010,2,13,3
44859,1,2132010 4:00,196.9,31,32,23,28,32,32,31,32,21,31,29,32,30,32,30,31,21,34,28,31,33,30,31,30,31,2010,2,13,4
44860,1,2132010 5:00,201.4,31,32,23,25,32,32,31,32,19,31,29,30,29,33,29,31,20,34,28,30,31,30,31,30,30,2010,2,13,5
44861,1,2132010 6:00,208.7,30,32,22,25,32,32,31,32,19,31,29,30,29,33,29,32,19,34,28,31,34,30,30,30,30,2010,2,13,6
44862,1,2132010 7:00,217.7,30,32,21,25,32,32,31,30,19,31,29,30,29,33,29,32,18,34,25,31,33,30,30,30,30,2010,2,13,7
44863,1,2132010 8:00,227.7,29,32,20,24,32,33,31,32,19,30,29,30,29,33,30,32,18,34,27,31,33,30,29,30,30,2010,2,13,8
44864,1,2132010 9:00,237.6,31,32,22,28,32,32,31,32,21,31,29,32,29,32,31,32,17,34,28,31,33,30,32,31,30,2010,2,13,9
44865,1,2132010 10:00,239.2,33,32,25,31,34,33,30,33,23,32,31,34,30,32,30,33,24,35,30,32,31,30,33,32,30,2010,2,13,10
44866,1,2132010 11:00,232.8,35,36,26,33,34,33,32,35,25,34,33,36,31,32,33,34,27,36,34,32,30,32,34,31,32,2010,2,13,11
44867,1,2132010 12:00,224.1,37,36,27,35,35,33,33,35,25,34,34,37,32,32,34,34,31,36,36,34,31,32,36,33,32,2010,2,13,12
44868,1,2132010 13:00,217.7,39,36,29,38,36,34,34,36,25,34,38,37,33,32,36,34,33,38,36,34,32,32,37,36,33,2010,2,13,13
44869,1,2132010 14:00,213.1,40,36,29,40,39,34,34,37,25,35,39,41,36,33,39,35,36,37,37,35,32,34,41,39,34,2010,2,13,14
44870,1,2132010 15:00,211.5,42,36,30,42,41,34,34,40,27,36,40,43,38,33,40,36,37,38,37,34,32,34,44,40,35,2010,2,13,15
44871,1,2132010 16:00,207.9,43,36,30,42,42,34,34,40,25,38,39,43,39,32,40,37,38,37,36,36,33,34,44,42,36,2010,2,13,16
44872,1,2132010 17:00,206.2,43,36,30,41,42,34,34,40,25,37,37,43,37,32,40,37,38,37,34,35,34,36,42,41,37,2010,2,13,17
44873,1,2132010 18:00,213.0,40,32,28,39,40,31,32,39,25,36,35,39,35,32,37,37,39,37,32,34,33,32,40,39,36,2010,2,13,18
44874,1,2132010 19:00,233.7,38,28,26,35,38,28,30,37,23,33,33,37,33,32,35,34,35,37,30,33,32,28,37,37,36,2010,2,13,19
44875,1,2132010 20:00,236.0,34,32,25,33,36,29,30,36,23,32,30,36,31,32,33,33,32,37,28,31,26,30,35,35,34,2010,2,13,20
44876,1,2132010 21:00,235.4,34,32,25,31,36,29,31,34,21,35,30,36,30,32,31,31,30,40,28,31,31,30,34,33,33,2010,2,13,21
44877,1,2132010 22:00,232.6,32,32,24,29,35,32,30,34,21,33,30,34,29,32,29,34,29,41,28,30,30,28,32,32,31,2010,2,13,22
44878,1,2132010 23:00,225.4,29,32,24,29,33,31,30,33,21,33,28,32,29,32,29,34,28,38,28,30,30,28,30,30,30,2010,2,13,23
44879,1,2142010 0:00,218.2,26,28,24,28,33,28,29,32,21,31,28,32,29,34,29,32,27,35,27,30,30,28,29,29,29,2010,2,14,0
44880,1,2142010 1:00,211.9,26,30,23,28,31,29,27,30,21,30,25,30,29,32,30,31,23,34,27,27,31,28,27,29,28,2010,2,14,1
44881,1,2142010 2:00,210.3,24,28,22,27,30,29,27,28,19,29,23,30,28,31,29,29,22,33,27,28,30,27,26,29,28,2010,2,14,2
44882,1,2142010 3:00,213.4,24,23,22,27,30,28,25,26,19,28,25,30,28,31,29,28,21,32,27,26,29,27,25,29,27,2010,2,14,3
44883,1,2142010 4:00,216.0,23,25,22,26,29,28,25,28,19,25,24,28,26,30,28,27,20,33,27,25,29,27,24,29,28,2010,2,14,4
44884,1,2142010 5:00,220.9,23,23,21,24,29,28,25,27,19,25,23,27,26,30,27,27,19,32,27,25,28,25,23,27,27,2010,2,14,5
44885,1,2142010 6:00,228.2,22,21,21,23,27,26,22,27,19,24,23,25,25,30,25,27,18,31,27,24,28,25,22,26,26,2010,2,14,6
44886,1,2142010 7:00,237.7,21,23,20,24,27,27,23,27,18,23,23,23,26,29,24,26,17,31,25,23,29,25,25,26,26,2010,2,14,7
44887,1,2142010 8:00,247.6,24,28,20,24,29,29,25,28,18,26,26,25,28,30,26,27,17,32,25,23,30,27,26,26,28,2010,2,14,8
44888,1,2142010 9:00,246.3,30,32,24,29,33,32,30,32,19,31,29,32,31,31,30,32,16,34,28,30,32,30,33,30,30,2010,2,14,9
44889,1,2142010 10:00,232.8,35,36,27,35,36,34,33,35,23,33,31,34,32,33,32,35,24,36,30,33,35,32,36,34,32,2010,2,14,10
44890,1,2142010 11:00,212.1,39,37,30,37,38,37,34,37,25,35,35,39,34,34,35,37,29,38,34,35,36,34,40,36,34,2010,2,14,11
44891,1,2142010 12:00,191.2,41,37,32,39,40,39,36,40,28,37,37,41,36,35,38,39,33,39,36,37,37,36,42,39,36,2010,2,14,12
44892,1,2142010 13:00,178.8,43,39,34,42,43,40,37,43,32,39,39,43,39,36,41,43,37,41,39,39,39,37,45,42,39,2010,2,14,13
44893,1,2142010 14:00,167.6,46,43,37,44,45,41,39,44,32,41,41,44,41,37,43,44,40,42,41,40,41,37,47,44,41,2010,2,14,14
44894,1,2142010 15:00,158.3,46,45,37,45,46,42,40,46,34,44,42,45,42,37,45,46,42,43,43,42,42,39,47,45,43,2010,2,14,15
44895,1,2142010 16:00,151.9,47,45,37,47,47,42,41,46,36,45,42,46,43,37,45,46,43,44,45,43,43,41,48,47,44,2010,2,14,16
44896,1,2142010 17:00,153.3,47,43,35,44,46,42,42,47,36,44,42,46,43,36,44,46,43,44,43,43,43,41,48,45,44,2010,2,14,17
44897,1,2142010 18:00,169.1,44,37,35,41,44,37,38,43,34,42,38,42,40,34,41,42,44,43,41,41,41,36,44,41,39,2010,2,14,18
44898,1,2142010 19:00,197.7,37,36,35,39,38,33,33,40,32,39,38,37,36,34,36,40,42,38,36,34,36,34,39,37,31,2010,2,14,19
44899,1,2142010 20:00,208.8,33,32,35,39,36,34,30,35,34,37,35,37,35,32,33,37,40,36,36,34,36,34,35,37,30,2010,2,14,20
44900,1,2142010 21:00,216.7,36,32,35,39,33,35,29,32,32,37,35,37,34,32,31,36,39,43,32,33,32,34,31,34,26,2010,2,14,21
44901,1,2142010 22:00,213.7,37,30,34,40,34,34,33,32,34,36,34,41,32,33,29,35,38,43,32,34,30,34,32,33,27,2010,2,14,22
44902,1,2142010 23:00,205.5,36,28,34,40,33,33,31,32,32,32,34,39,30,36,30,34,37,44,34,33,28,34,31,33,27,2010,2,14,23
44903,1,2152010 0:00,195.9,39,28,32,40,36,32,31,35,32,34,33,36,30,38,29,32,37,44,34,34,27,30,31,34,25,2010,2,15,0
44904,1,2152010 1:00,190.6,36,28,29,38,34,31,33,35,32,33,30,37,28,38,28,32,34,44,34,36,27,32,34,30,26,2010,2,15,1
44905,1,2152010 2:00,189.7,36,28,29,38,32,31,35,36,34,35,33,39,29,38,29,33,33,46,34,37,25,34,34,32,28,2010,2,15,2
44906,1,2152010 3:00,189.9,38,32,31,37,35,30,34,35,34,36,32,39,30,38,30,32,33,46,30,36,25,34,37,35,30,2010,2,15,3
44907,1,2152010 4:00,191.7,37,28,31,35,35,34,32,35,32,36,31,37,31,39,31,31,32,46,30,36,25,34,31,35,33,2010,2,15,4
44908,1,2152010 5:00,195.7,35,32,33,35,36,34,29,36,32,35,32,36,30,39,31,32,32,42,30,32,25,30,32,37,30,2010,2,15,5
44909,1,2152010 6:00,209.5,40,32,34,38,36,32,34,38,32,33,31,39,31,41,29,39,31,36,30,30,26,30,39,35,27,2010,2,15,6
44910,1,2152010 7:00,231.4,41,32,35,38,36,32,30,38,32,35,34,39,29,42,29,42,31,34,34,32,29,30,37,34,26,2010,2,15,7
44911,1,2152010 8:00,228.6,42,32,34,39,39,37,36,41,32,37,35,41,32,44,32,44,31,42,36,37,31,30,36,35,31,2010,2,15,8
44912,1,2152010 9:00,204.1,42,39,33,40,44,42,45,44,30,42,37,43,36,46,34,48,30,53,34,46,37,39,44,40,38,2010,2,15,9
44913,1,2152010 10:00,181.2,46,48,35,42,51,47,48,50,30,46,37,43,37,48,39,52,35,54,34,50,43,43,47,43,43,2010,2,15,10
44914,1,2152010 11:00,162.8,46,50,37,42,53,50,53,52,32,52,38,45,42,50,41,56,39,55,36,55,49,48,50,46,50,2010,2,15,11
44915,1,2152010 12:00,150.1,49,54,41,43,57,54,56,55,36,53,40,45,41,52,42,58,41,56,34,57,53,52,53,48,51,2010,2,15,12
44916,1,2152010 13:00,141.5,46,55,40,45,55,56,57,54,32,55,41,45,42,52,45,58,43,57,36,58,52,55,53,49,53,2010,2,15,13
44917,1,2152010 14:00,136.6,46,55,36,45,56,56,58,57,28,54,42,45,46,53,45,57,45,57,36,57,54,55,54,49,53,2010,2,15,14
44918,1,2152010 15:00,138.0,45,55,35,47,57,57,56,56,28,53,45,46,46,51,45,55,46,55,39,57,54,54,49,47,53,2010,2,15,15
44919,1,2152010 16:00,143.4,46,55,35,47,51,56,56,49,27,54,46,46,44,51,45,54,47,55,39,56,55,54,46,45,50,2010,2,15,16
44920,1,2152010 17:00,153.9,47,54,33,46,46,55,56,46,25,48,45,48,44,50,45,54,48,53,39,55,53,50,46,45,48,2010,2,15,17
44921,1,2152010 18:00,167.5,44,50,30,44,45,54,54,45,23,47,35,45,42,48,43,50,48,55,34,52,51,46,45,44,47,2010,2,15,18
44922,1,2152010 19:00,182.7,41,50,28,41,44,52,47,44,23,45,36,41,40,50,41,46,44,55,32,48,52,46,42,40,45,2010,2,15,19
44923,1,2152010 20:00,182.0,39,48,27,37,43,50,46,43,21,44,34,39,36,50,37,45,40,53,30,45,50,45,40,42,43,2010,2,15,20
44924,1,2152010 21:00,179.8,38,45,26,34,42,49,45,42,21,43,31,37,36,47,37,44,38,50,30,44,49,43,39,39,41,2010,2,15,21
44925,1,2152010 22:00,174.3,37,48,25,34,40,47,43,40,21,41,30,36,35,45,36,42,37,50,30,42,47,41,37,38,42,2010,2,15,22
44926,1,2152010 23:00,165.0,35,41,24,33,39,44,41,38,19,38,30,34,32,45,32,40,35,47,28,40,45,41,34,35,40,2010,2,15,23
44927,1,2162010 0:00,156.4,33,39,22,32,38,43,40,38,19,37,30,34,31,43,31,39,34,45,28,38,42,39,34,33,36,2010,2,16,0
44928,1,2162010 1:00,153.7,32,37,21,31,37,41,39,36,19,37,29,34,30,40,31,38,30,44,28,38,39,37,32,31,34,2010,2,16,1
44929,1,2162010 2:00,158.4,32,36,20,30,36,38,37,35,18,34,28,34,30,39,31,36,28,43,27,36,36,34,30,31,32,2010,2,16,2
44930,1,2162010 3:00,165.4,32,32,21,29,33,35,36,33,18,32,27,32,30,39,31,34,27,41,27,34,34,32,30,31,30,2010,2,16,3
44931,1,2162010 4:00,172.9,32,32,20,27,31,32,33,32,16,32,26,30,29,38,30,34,26,39,27,33,32,30,31,31,31,2010,2,16,4
44932,1,2162010 5:00,184.4,30,32,19,26,32,31,31,33,16,32,26,30,28,35,29,32,25,37,27,31,32,32,32,30,32,2010,2,16,5
44933,1,2162010 6:00,202.6,29,32,18,27,32,32,32,33,16,31,26,28,27,33,28,33,24,36,25,31,32,32,30,28,31,2010,2,16,6
44934,1,2162010 7:00,231.1,28,32,18,25,31,32,32,32,16,31,26,28,27,32,28,32,24,36,25,31,31,32,27,27,29,2010,2,16,7
44935,1,2162010 8:00,234.0,29,32,18,27,32,33,32,33,16,31,26,30,28,32,29,32,23,37,25,32,31,32,29,30,30,2010,2,16,8
44936,1,2162010 9:00,219.0,33,36,20,30,35,35,35,35,16,33,28,32,30,34,30,35,22,38,28,35,32,34,34,31,32,2010,2,16,9
44937,1,2162010 10:00,207.2,35,36,21,33,36,37,36,36,18,35,29,34,32,35,32,38,27,40,28,37,34,36,36,33,35,2010,2,16,10
44938,1,2162010 11:00,195.0,37,37,24,33,38,39,39,38,19,37,32,36,34,36,33,40,30,42,32,40,35,37,39,34,37,2010,2,16,11
44939,1,2162010 12:00,183.6,39,39,26,36,40,41,41,40,21,39,32,37,35,37,35,41,32,44,32,41,37,39,42,37,39,2010,2,16,12
44940,1,2162010 13:00,173.0,40,39,28,38,42,42,42,42,23,41,34,37,35,38,35,43,34,45,32,42,38,39,42,38,40,2010,2,16,13
44941,1,2162010 14:00,164.2,42,43,28,41,44,42,43,43,21,43,36,38,36,39,37,45,35,47,34,43,39,41,44,38,41,2010,2,16,14
44942,1,2162010 15:00,156.0,44,43,29,42,44,43,44,44,21,44,37,39,37,40,37,45,37,47,36,44,40,43,45,39,42,2010,2,16,15
44943,1,2162010 16:00,159.8,44,41,28,41,45,43,44,44,21,44,36,39,36,40,38,45,37,48,34,45,39,43,44,38,40,2010,2,16,16
44944,1,2162010 17:00,168.9,43,39,27,40,45,41,43,44,21,43,36,38,36,39,37,44,38,47,34,44,38,39,43,38,39,2010,2,16,17
44945,1,2162010 18:00,191.5,40,37,25,37,43,38,41,42,21,41,33,37,33,38,35,42,38,44,30,41,37,37,41,36,37,2010,2,16,18
44946,1,2162010 19:00,222.2,36,36,24,34,40,35,39,40,21,38,31,36,32,38,32,40,35,42,30,38,36,36,37,35,35,2010,2,16,19
44947,1,2162010 20:00,227.3,35,34,23,32,38,33,39,38,21,36,30,34,31,38,32,37,32,42,30,36,35,34,35,33,33,2010,2,16,20
44948,1,2162010 21:00,227.6,33,32,23,30,36,32,36,36,21,35,29,34,31,37,31,36,30,41,28,34,34,34,33,32,31,2010,2,16,21
44949,1,2162010 22:00,221.4,32,32,23,29,33,32,34,35,21,33,28,32,29,36,30,34,29,40,28,32,33,33,31,31,30,2010,2,16,22
44950,1,2162010 23:00,211.5,28,31,23,28,32,33,30,33,21,32,27,30,29,34,29,34,28,37,28,29,33,32,28,29,31,2010,2,16,23
44951,1,2172010 0:00,200.5,27,30,22,27,31,32,31,32,21,32,25,30,28,34,29,33,27,38,28,27,32,31,26,28,30,2010,2,17,0
44952,1,2172010 1:00,195.9,26,32,22,27,30,30,28,29,21,31,25,30,27,34,29,32,24,38,27,27,32,29,26,28,30,2010,2,17,1
44953,1,2172010 2:00,195.2,24,31,22,25,30,29,28,29,21,27,24,30,27,34,28,32,23,36,27,27,31,28,26,28,29,2010,2,17,2
44954,1,2172010 3:00,197.8,25,30,22,23,29,29,27,29,21,26,24,28,26,33,28,29,22,35,27,27,31,27,26,28,28,2010,2,17,3
44955,1,2172010 4:00,201.7,23,29,22,25,28,28,28,29,21,26,24,28,26,32,27,28,21,34,27,26,30,27,24,28,28,2010,2,17,4
44956,1,2172010 5:00,209.4,23,28,22,23,27,27,27,29,22,24,23,28,26,32,26,28,21,33,27,26,30,27,27,27,27,2010,2,17,5
44957,1,2172010 6:00,225.9,23,25,21,22,26,26,27,28,22,24,22,28,25,31,24,25,20,33,27,25,29,27,23,26,27,2010,2,17,6
44958,1,2172010 7:00,252.3,23,27,21,23,26,26,26,26,22,25,23,25,25,30,23,27,19,32,25,25,29,25,22,26,27,2010,2,17,7
44959,1,2172010 8:00,247.1,25,28,21,26,30,30,29,29,23,27,25,28,28,32,27,30,19,35,28,28,31,28,27,27,29,2010,2,17,8
44960,1,2172010 9:00,220.1,32,34,25,30,33,34,33,33,23,33,30,34,32,33,31,34,18,37,32,33,33,32,32,31,32,2010,2,17,9
44961,1,2172010 10:00,200.6,37,37,27,34,36,36,37,36,23,36,33,36,34,34,34,37,25,40,34,36,35,36,38,35,36,2010,2,17,10
44962,1,2172010 11:00,185.4,39,39,27,37,39,39,39,39,25,39,35,37,36,36,36,40,29,42,36,39,38,37,41,37,38,2010,2,17,11
44963,1,2172010 12:00,172.6,40,39,29,38,41,41,41,41,25,41,37,39,37,37,39,42,32,44,36,42,39,39,44,38,40,2010,2,17,12
44964,1,2172010 13:00,161.4,43,40,31,42,43,40,43,43,25,43,37,43,38,38,40,44,35,46,36,44,39,41,45,41,40,2010,2,17,13
44965,1,2172010 14:00,156.0,43,42,30,40,44,41,44,44,27,44,38,43,37,39,39,45,37,47,36,45,39,43,46,40,41,2010,2,17,14
44966,1,2172010 15:00,155.9,45,43,30,41,46,44,43,45,27,44,38,43,38,39,39,46,39,48,36,46,42,43,47,40,43,2010,2,17,15
44967,1,2172010 16:00,164.0,45,41,30,42,47,42,43,46,25,45,37,41,38,40,39,46,40,46,34,45,40,41,46,39,41,2010,2,17,16
44968,1,2172010 17:00,177.9,44,39,29,41,45,42,43,45,25,43,37,41,37,40,38,45,40,46,34,44,40,43,44,39,40,2010,2,17,17
44969,1,2172010 18:00,195.3,41,39,27,39,43,39,41,44,23,40,34,39,36,37,36,43,41,44,34,43,39,39,42,38,39,2010,2,17,18
44970,1,2172010 19:00,216.7,38,37,26,36,42,39,39,42,23,39,32,37,34,38,35,42,39,41,32,41,38,37,39,37,37,2010,2,17,19
44971,1,2172010 20:00,219.3,36,36,25,33,39,38,38,39,23,37,32,36,33,37,34,39,37,42,32,40,37,37,36,34,36,2010,2,17,20
44972,1,2172010 21:00,220.8,35,36,25,31,36,36,36,38,23,35,30,36,32,37,33,37,36,42,32,37,36,36,35,33,35,2010,2,17,21
44973,1,2172010 22:00,215.0,33,36,25,29,35,35,36,36,23,35,30,34,32,36,32,36,35,40,32,35,35,34,33,33,34,2010,2,17,22
44974,1,2172010 23:00,204.9,32,36,26,28,34,34,34,35,23,35,30,34,31,36,32,36,34,39,32,35,35,34,34,31,33,2010,2,17,23
44975,1,2182010 0:00,193.6,29,32,26,28,34,34,33,35,23,35,30,32,30,35,31,36,34,38,32,33,34,32,33,31,33,2010,2,18,0
44976,1,2182010 1:00,189.1,30,32,25,28,32,33,33,33,23,33,31,32,30,35,31,35,31,37,32,31,34,32,33,29,32,2010,2,18,1
44977,1,2182010 2:00,189.1,29,32,25,27,32,31,32,32,23,31,30,32,29,34,30,32,30,36,30,31,33,30,32,29,32,2010,2,18,2
44978,1,2182010 3:00,191.2,29,30,26,28,31,31,31,32,23,31,30,30,29,34,29,31,30,36,30,30,32,30,31,29,31,2010,2,18,3
44979,1,2182010 4:00,195.5,26,28,26,30,31,31,32,31,23,31,28,30,28,33,29,30,29,35,30,29,32,30,30,29,31,2010,2,18,4
44980,1,2182010 5:00,203.1,27,32,26,29,30,31,31,31,23,30,27,30,28,33,28,30,29,34,30,28,32,31,29,28,30,2010,2,18,5
